Temperature,Resistance
16.18989327,200.04165
17.26065253,200.04332
18.33239628,200.04536
19.33912629,200.0478
20.42663097,200.04909
21.41168906,200.05132
22.41349359,200.053573
23.49311831,200.05482
24.52742921,200.05645
25.53612921,200.05802
26.55468017,200.0594
27.59194655,200.0605
28.63118394,200.06156
29.69800221,200.06257
